|dates|Nassau_Florida_UnitedStates.JHU_ConfirmedCases.data|Nassau_Florida_UnitedStates.JHU_ConfirmedCases.missing|Nassau_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Nassau_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Nassau_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Nassau_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|1.0|0|0.0|0
0|2020-05-18|66.0|0|1.0|0|0.0|0
0|2020-05-19|66.0|0|1.0|0|0.0|0
0|2020-05-20|69.0|0|1.0|0|0.0|0
0|2020-05-21|69.0|0|1.0|0|0.0|0
0|2020-05-22|69.0|0|1.0|0|0.0|0
0|2020-05-23|69.0|0|1.0|0|0.0|0
