|dates|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|1.0|0|0.0|0
0|2020-05-18|43.0|0|1.0|0|0.0|0
0|2020-05-19|42.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|48.0|0|1.0|0|0.0|0
0|2020-05-22|50.0|0|1.0|0|0.0|0
0|2020-05-23|50.0|0|1.0|0|0.0|0
