|dates|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|0.0|0|0.0|0
0|2020-05-28|56.0|0|0.0|0|0.0|0
0|2020-05-29|56.0|0|0.0|0|0.0|0
0|2020-05-30|56.0|0|0.0|0|0.0|0
