|dates|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Ashe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|27.0|0|0.0|0|0.0|0
0|2020-05-18|28.0|0|0.0|0|0.0|0
0|2020-05-19|28.0|0|0.0|0|0.0|0
0|2020-05-20|28.0|0|0.0|0|0.0|0
0|2020-05-21|28.0|0|0.0|0|0.0|0
0|2020-05-22|32.0|0|0.0|0|0.0|0
0|2020-05-23|32.0|0|0.0|0|0.0|0
