|dates|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenwood_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|68.0|0|1.0|0|0.0|0
0|2020-05-15|69.0|0|1.0|0|0.0|0
0|2020-05-16|69.0|0|1.0|0|0.0|0
