|dates|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Kemper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|125.0|0|10.0|0|0.0|0
0|2020-05-25|127.0|0|10.0|0|0.0|0
0|2020-05-26|127.0|0|10.0|0|0.0|0
