|dates|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|72.0|0|5.0|0|0.0|0
0|2020-05-18|72.0|0|5.0|0|0.0|0
0|2020-05-19|72.0|0|5.0|0|0.0|0
0|2020-05-20|72.0|0|5.0|0|0.0|0
0|2020-05-21|73.0|0|5.0|0|0.0|0
0|2020-05-22|73.0|0|5.0|0|0.0|0
0|2020-05-23|73.0|0|5.0|0|0.0|0
