|dates|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Dunn_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
