|dates|Lavaca_Texas_UnitedStates.JHU_ConfirmedCases.data|Lavaca_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lavaca_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lavaca_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lavaca_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lavaca_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|1.0|0|0.0|0
0|2020-05-18|8.0|0|1.0|0|0.0|0
0|2020-05-19|8.0|0|1.0|0|0.0|0
0|2020-05-20|8.0|0|1.0|0|0.0|0
0|2020-05-21|8.0|0|1.0|0|0.0|0
0|2020-05-22|8.0|0|1.0|0|0.0|0
0|2020-05-23|8.0|0|1.0|0|0.0|0
