|dates|Linn_Missouri_UnitedStates.JHU_ConfirmedCases.data|Linn_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Linn_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5.0|0|1.0|0|0.0|0
0|2020-05-15|5.0|0|1.0|0|0.0|0
0|2020-05-16|5.0|0|1.0|0|0.0|0
