|dates|Bannock_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bannock_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bannock_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bannock_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|0.0|0|0.0|0
0|2020-05-28|20.0|0|0.0|0|0.0|0
0|2020-05-29|20.0|0|0.0|0|0.0|0
0|2020-05-30|20.0|0|0.0|0|0.0|0
