|dates|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedCases.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|SanPatricio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|0.0|0|0.0|0
0|2020-05-15|25.0|0|0.0|0|0.0|0
0|2020-05-16|25.0|0|0.0|0|0.0|0
