|dates|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1208.0|0|58.0|0|0.0|0
0|2020-05-25|1214.0|0|58.0|0|0.0|0
0|2020-05-26|1214.0|0|58.0|0|0.0|0
