|dates|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BuenaVista_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|682.0|0|0.0|0|0.0|0
0|2020-05-28|682.0|0|0.0|0|0.0|0
0|2020-05-29|682.0|0|0.0|0|0.0|0
0|2020-05-30|682.0|0|0.0|0|0.0|0
