|dates|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|2.0|0|0.0|0
0|2020-05-18|56.0|0|2.0|0|0.0|0
0|2020-05-19|56.0|0|2.0|0|0.0|0
0|2020-05-20|57.0|0|2.0|0|0.0|0
0|2020-05-21|57.0|0|2.0|0|0.0|0
0|2020-05-22|57.0|0|2.0|0|0.0|0
0|2020-05-23|57.0|0|2.0|0|0.0|0
