|dates|Lamar_Georgia_UnitedStates.JHU_ConfirmedCases.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|60.0|0|1.0|0|0.0|0
0|2020-05-28|60.0|0|1.0|0|0.0|0
0|2020-05-29|60.0|0|1.0|0|0.0|0
0|2020-05-30|60.0|0|1.0|0|0.0|0
