|dates|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Northampton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2911.0|0|198.0|0|0.0|0
0|2020-05-25|2920.0|0|199.0|0|0.0|0
0|2020-05-26|2920.0|0|199.0|0|0.0|0
