|dates|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|96.0|0|2.0|0|0.0|0
0|2020-05-15|96.0|0|2.0|0|0.0|0
0|2020-05-16|96.0|0|2.0|0|0.0|0
