|dates|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.data|McLennan_Texas_UnitedStates.JHU_ConfirmedCases.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McLennan_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McLennan_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|97.0|0|4.0|0|0.0|0
0|2020-05-18|98.0|0|4.0|0|0.0|0
0|2020-05-19|98.0|0|4.0|0|0.0|0
0|2020-05-20|98.0|0|4.0|0|0.0|0
0|2020-05-21|102.0|0|4.0|0|0.0|0
0|2020-05-22|102.0|0|4.0|0|0.0|0
0|2020-05-23|102.0|0|4.0|0|0.0|0
