|dates|Kimble_Texas_UnitedStates.JHU_ConfirmedCases.data|Kimble_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kimble_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kimble_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kimble_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kimble_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
