|dates|Marion_Texas_UnitedStates.JHU_ConfirmedCases.data|Marion_Texas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
