|dates|Grimes_Texas_UnitedStates.JHU_ConfirmedCases.data|Grimes_Texas_UnitedStates.JHU_ConfirmedCases.missing|Grimes_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Grimes_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Grimes_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Grimes_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|99.0|0|1.0|0|0.0|0
0|2020-05-25|100.0|0|1.0|0|0.0|0
0|2020-05-26|100.0|0|1.0|0|0.0|0
