|dates|Decatur_Indiana_UnitedStates.JHU_ConfirmedCases.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|220.0|0|31.0|0|0.0|0
0|2020-05-18|220.0|0|31.0|0|0.0|0
0|2020-05-19|220.0|0|31.0|0|0.0|0
0|2020-05-20|220.0|0|31.0|0|0.0|0
0|2020-05-21|220.0|0|31.0|0|0.0|0
0|2020-05-22|220.0|0|31.0|0|0.0|0
0|2020-05-23|220.0|0|31.0|0|0.0|0
