|dates|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sharp_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|2.0|0|0.0|0
0|2020-05-18|37.0|0|2.0|0|0.0|0
0|2020-05-19|38.0|0|2.0|0|0.0|0
0|2020-05-20|40.0|0|2.0|0|0.0|0
0|2020-05-21|42.0|0|2.0|0|0.0|0
0|2020-05-22|42.0|0|2.0|0|0.0|0
0|2020-05-23|42.0|0|2.0|0|0.0|0
