|dates|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|276.0|0|9.0|0|0.0|0
0|2020-05-28|276.0|0|9.0|0|0.0|0
0|2020-05-29|276.0|0|9.0|0|0.0|0
0|2020-05-30|276.0|0|9.0|0|0.0|0
