|dates|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3260.0|0|43.0|0|0.0|0
0|2020-05-25|3274.0|0|43.0|0|0.0|0
0|2020-05-26|3274.0|0|43.0|0|0.0|0
