|dates|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|150.0|0|9.0|0|0.0|0
0|2020-05-18|149.0|0|9.0|0|0.0|0
0|2020-05-19|152.0|0|9.0|0|0.0|0
0|2020-05-20|154.0|0|10.0|0|0.0|0
0|2020-05-21|156.0|0|10.0|0|0.0|0
0|2020-05-22|157.0|0|10.0|0|0.0|0
0|2020-05-23|157.0|0|10.0|0|0.0|0
