|dates|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.data|Pondera_Montana_UnitedStates.JHU_ConfirmedCases.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Pondera_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Pondera_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
