|dates|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|35.0|0|0.0|0|0.0|0
0|2020-05-28|35.0|0|0.0|0|0.0|0
0|2020-05-29|35.0|0|0.0|0|0.0|0
0|2020-05-30|35.0|0|0.0|0|0.0|0
