|dates|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Oswego_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|3.0|0|0.0|0
0|2020-05-18|84.0|0|3.0|0|0.0|0
0|2020-05-19|89.0|0|3.0|0|0.0|0
0|2020-05-20|90.0|0|3.0|0|0.0|0
0|2020-05-21|92.0|0|3.0|0|0.0|0
0|2020-05-22|96.0|0|3.0|0|0.0|0
0|2020-05-23|96.0|0|3.0|0|0.0|0
