|dates|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|41.0|0|1.0|0|0.0|0
0|2020-05-18|49.0|0|1.0|0|0.0|0
0|2020-05-19|51.0|0|2.0|0|0.0|0
0|2020-05-20|51.0|0|2.0|0|0.0|0
0|2020-05-21|55.0|0|2.0|0|0.0|0
0|2020-05-22|57.0|0|2.0|0|0.0|0
0|2020-05-23|57.0|0|2.0|0|0.0|0
