|dates|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Iredell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|188.0|0|6.0|0|0.0|0
0|2020-05-18|192.0|0|6.0|0|0.0|0
0|2020-05-19|192.0|0|6.0|0|0.0|0
0|2020-05-20|202.0|0|6.0|0|0.0|0
0|2020-05-21|203.0|0|6.0|0|0.0|0
0|2020-05-22|213.0|0|6.0|0|0.0|0
0|2020-05-23|213.0|0|6.0|0|0.0|0
