|dates|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|21.0|0|1.0|0|0.0|0
0|2020-05-28|21.0|0|1.0|0|0.0|0
0|2020-05-29|21.0|0|1.0|0|0.0|0
0|2020-05-30|21.0|0|1.0|0|0.0|0
