|dates|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Carlisle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3.0|0|1.0|0|0.0|0
0|2020-05-15|3.0|0|1.0|0|0.0|0
0|2020-05-16|3.0|0|1.0|0|0.0|0
