|dates|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.data|Greene_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|5.0|0|0.0|0
0|2020-05-18|78.0|0|5.0|0|0.0|0
0|2020-05-19|78.0|0|5.0|0|0.0|0
0|2020-05-20|85.0|0|5.0|0|0.0|0
0|2020-05-21|86.0|0|5.0|0|0.0|0
0|2020-05-22|86.0|0|5.0|0|0.0|0
0|2020-05-23|86.0|0|5.0|0|0.0|0
