|dates|Colquitt_Georgia_UnitedStates.JHU_ConfirmedCases.data|Colquitt_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Colquitt_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Colquitt_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Colquitt_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Colquitt_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|246.0|0|11.0|0|0.0|0
0|2020-05-18|253.0|0|11.0|0|0.0|0
0|2020-05-19|258.0|0|11.0|0|0.0|0
0|2020-05-20|262.0|0|11.0|0|0.0|0
0|2020-05-21|267.0|0|13.0|0|0.0|0
0|2020-05-22|280.0|0|13.0|0|0.0|0
0|2020-05-23|280.0|0|13.0|0|0.0|0
