|dates|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Williamsburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|178.0|0|9.0|0|0.0|0
0|2020-05-18|178.0|0|10.0|0|0.0|0
0|2020-05-19|181.0|0|10.0|0|0.0|0
0|2020-05-20|183.0|0|10.0|0|0.0|0
0|2020-05-21|189.0|0|10.0|0|0.0|0
0|2020-05-22|198.0|0|10.0|0|0.0|0
0|2020-05-23|198.0|0|10.0|0|0.0|0
