|dates|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|0.0|0|0.0|0
0|2020-05-18|44.0|0|0.0|0|0.0|0
0|2020-05-19|44.0|0|0.0|0|0.0|0
0|2020-05-20|44.0|0|0.0|0|0.0|0
0|2020-05-21|44.0|0|0.0|0|0.0|0
0|2020-05-22|44.0|0|0.0|0|0.0|0
0|2020-05-23|44.0|0|0.0|0|0.0|0
