|dates|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.data|Greene_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|91.0|0|4.0|0|0.0|0
0|2020-05-28|91.0|0|4.0|0|0.0|0
0|2020-05-29|91.0|0|4.0|0|0.0|0
0|2020-05-30|91.0|0|4.0|0|0.0|0
