|dates|Johnson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|992.0|0|94.0|0|0.0|0
0|2020-05-18|1002.0|0|94.0|0|0.0|0
0|2020-05-19|1016.0|0|97.0|0|0.0|0
0|2020-05-20|1029.0|0|99.0|0|0.0|0
0|2020-05-21|1049.0|0|102.0|0|0.0|0
0|2020-05-22|1052.0|0|102.0|0|0.0|0
0|2020-05-23|1052.0|0|102.0|0|0.0|0
