|dates|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|275.0|0|36.0|0|0.0|0
0|2020-05-18|277.0|0|36.0|0|0.0|0
0|2020-05-19|277.0|0|36.0|0|0.0|0
0|2020-05-20|289.0|0|37.0|0|0.0|0
0|2020-05-21|289.0|0|37.0|0|0.0|0
0|2020-05-22|291.0|0|39.0|0|0.0|0
0|2020-05-23|291.0|0|39.0|0|0.0|0
