|dates|Peoria_Illinois_UnitedStates.JHU_ConfirmedCases.data|Peoria_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Peoria_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Peoria_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Peoria_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Peoria_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|159.0|0|6.0|0|0.0|0
0|2020-05-18|160.0|0|6.0|0|0.0|0
0|2020-05-19|162.0|0|6.0|0|0.0|0
0|2020-05-20|167.0|0|6.0|0|0.0|0
0|2020-05-21|168.0|0|6.0|0|0.0|0
0|2020-05-22|176.0|0|7.0|0|0.0|0
0|2020-05-23|176.0|0|7.0|0|0.0|0
