|dates|Madison_Illinois_UnitedStates.JHU_ConfirmedCases.data|Madison_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Madison_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|544.0|0|57.0|0|0.0|0
0|2020-05-28|544.0|0|57.0|0|0.0|0
0|2020-05-29|544.0|0|57.0|0|0.0|0
0|2020-05-30|544.0|0|57.0|0|0.0|0
