|dates|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|98.0|0|15.0|0|0.0|0
0|2020-05-28|98.0|0|15.0|0|0.0|0
0|2020-05-29|98.0|0|15.0|0|0.0|0
0|2020-05-30|98.0|0|15.0|0|0.0|0
