|dates|Teller_Colorado_UnitedStates.JHU_ConfirmedCases.data|Teller_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Teller_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Teller_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Teller_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Teller_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|2.0|0|0.0|0
0|2020-05-18|31.0|0|2.0|0|0.0|0
0|2020-05-19|31.0|0|2.0|0|0.0|0
0|2020-05-20|32.0|0|2.0|0|0.0|0
0|2020-05-21|33.0|0|2.0|0|0.0|0
0|2020-05-22|32.0|0|2.0|0|0.0|0
0|2020-05-23|32.0|0|2.0|0|0.0|0
