|dates|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Philadelphia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19093.0|0|1008.0|0|0.0|0
0|2020-05-15|19349.0|0|1021.0|0|0.0|0
0|2020-05-16|19349.0|0|1021.0|0|0.0|0
