|dates|Warren_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Warren_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|133.0|0|4.0|0|0.0|0
0|2020-05-18|133.0|0|4.0|0|0.0|0
0|2020-05-19|135.0|0|5.0|0|0.0|0
0|2020-05-20|136.0|0|5.0|0|0.0|0
0|2020-05-21|138.0|0|5.0|0|0.0|0
0|2020-05-22|144.0|0|6.0|0|0.0|0
0|2020-05-23|144.0|0|6.0|0|0.0|0
