|dates|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|389.0|0|37.0|0|0.0|0
0|2020-05-25|398.0|0|37.0|0|0.0|0
0|2020-05-26|398.0|0|37.0|0|0.0|0
