|dates|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alleghany_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|11.0|0|0.0|0|0.0|0
0|2020-05-18|12.0|0|0.0|0|0.0|0
0|2020-05-19|12.0|0|0.0|0|0.0|0
0|2020-05-20|12.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|13.0|0|0.0|0|0.0|0
0|2020-05-23|13.0|0|0.0|0|0.0|0
