|dates|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Creek_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|93.0|0|7.0|0|0.0|0
0|2020-05-28|93.0|0|7.0|0|0.0|0
0|2020-05-29|93.0|0|7.0|0|0.0|0
0|2020-05-30|93.0|0|7.0|0|0.0|0
