|dates|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|81.0|0|0.0|0|0.0|0
0|2020-05-25|81.0|0|0.0|0|0.0|0
0|2020-05-26|81.0|0|0.0|0|0.0|0
