|dates|Clark_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Clark_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
