|dates|Clark_Washington_UnitedStates.JHU_ConfirmedCases.data|Clark_Washington_UnitedStates.JHU_ConfirmedCases.missing|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|380.0|0|22.0|0|0.0|0
0|2020-05-15|382.0|0|22.0|0|0.0|0
0|2020-05-16|382.0|0|22.0|0|0.0|0
