|dates|Parker_Texas_UnitedStates.JHU_ConfirmedCases.data|Parker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Parker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Parker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|56.0|0|0.0|0|0.0|0
0|2020-05-15|57.0|0|0.0|0|0.0|0
0|2020-05-16|57.0|0|0.0|0|0.0|0
