|dates|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Nicholas_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
