|dates|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Spotsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|312.0|0|4.0|0|0.0|0
0|2020-05-18|319.0|0|4.0|0|0.0|0
0|2020-05-19|339.0|0|4.0|0|0.0|0
0|2020-05-20|351.0|0|4.0|0|0.0|0
0|2020-05-21|366.0|0|4.0|0|0.0|0
0|2020-05-22|373.0|0|4.0|0|0.0|0
0|2020-05-23|373.0|0|4.0|0|0.0|0
