|dates|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|0.0|0|0.0|0
0|2020-05-25|59.0|0|0.0|0|0.0|0
0|2020-05-26|59.0|0|0.0|0|0.0|0
