|dates|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|68.0|0|2.0|0|0.0|0
0|2020-05-15|69.0|0|2.0|0|0.0|0
0|2020-05-16|69.0|0|2.0|0|0.0|0
