|dates|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|2.0|0|0.0|0
0|2020-05-18|28.0|0|1.0|0|0.0|0
0|2020-05-19|28.0|0|1.0|0|0.0|0
0|2020-05-20|29.0|0|1.0|0|0.0|0
0|2020-05-21|53.0|0|1.0|0|0.0|0
0|2020-05-22|54.0|0|1.0|0|0.0|0
0|2020-05-23|54.0|0|1.0|0|0.0|0
