|dates|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.data|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|698.0|0|33.0|0|0.0|0
0|2020-05-25|698.0|0|33.0|0|0.0|0
0|2020-05-26|698.0|0|33.0|0|0.0|0
