|dates|Cedar_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cedar_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cedar_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cedar_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cedar_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cedar_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
