|dates|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Union_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Union_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|4.0|0|0.0|0
0|2020-05-18|62.0|0|4.0|0|0.0|0
0|2020-05-19|65.0|0|4.0|0|0.0|0
0|2020-05-20|65.0|0|4.0|0|0.0|0
0|2020-05-21|66.0|0|4.0|0|0.0|0
0|2020-05-22|68.0|0|4.0|0|0.0|0
0|2020-05-23|68.0|0|4.0|0|0.0|0
