|dates|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|328.0|0|14.0|0|0.0|0
0|2020-05-18|330.0|0|14.0|0|0.0|0
0|2020-05-19|331.0|0|14.0|0|0.0|0
0|2020-05-20|331.0|0|14.0|0|0.0|0
0|2020-05-21|333.0|0|15.0|0|0.0|0
0|2020-05-22|334.0|0|15.0|0|0.0|0
0|2020-05-23|334.0|0|15.0|0|0.0|0
