|dates|Valley_Montana_UnitedStates.JHU_ConfirmedCases.data|Valley_Montana_UnitedStates.JHU_ConfirmedCases.missing|Valley_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Valley_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Valley_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Valley_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|456.0|0|16.0|0|0.0|0
0|2020-05-15|456.0|0|16.0|0|0.0|0
0|2020-05-16|456.0|0|16.0|0|0.0|0
